Base,State,CONUS/OCONUS,MAJCOM,NAF,Wing,Group,Unit
MINNEAPOLIS ST PA JAP,MN,CONUS,AFRC,22 AF,934 AIRLIFT WING,934 MISSION SUPPORT GROUP,27 AERIAL PORT SQUADRON
PETERSON Air Force Base,CO,CONUS,AFRC,22 AF,302 AIRLIFT WING,HQ,302 AEROMED STG SQUADRON
PETERSON Air Force Base,CO,CONUS,AFRC,22 AF,302 AIRLIFT WING,302 MAINTENANCE GROUP,302 AIRCRAFT MAINT SQUADRON
PETERSON Air Force Base,CO,CONUS,AFRC,22 AF,302 AIRLIFT WING,HQ,302 AIRLIFT WING (OL FM00)
PETERSON Air Force Base,CO,CONUS,AFRC,22 AF,302 AIRLIFT WING,302 MISSION SUPPORT GROUP,302 CES
PETERSON Air Force Base,CO,CONUS,AFRC,22 AF,302 AIRLIFT WING,302 MISSION SUPPORT GROUP,302 COMMUNICATIONS FLIGHT
PETERSON Air Force Base,CO,CONUS,AFRC,22 AF,302 AIRLIFT WING,302 MISSION SUPPORT GROUP,302 FORCE SUPPORT SQUADRON
PETERSON Air Force Base,CO,CONUS,AFRC,22 AF,302 AIRLIFT WING,302 MISSION SUPPORT GROUP,302 LOGISTICS READINES SQUADRON
PETERSON Air Force Base,CO,CONUS,AFRC,22 AF,302 AIRLIFT WING,302 MAINTENANCE GROUP,302 MAINTENANCE SQUADRON
PETERSON Air Force Base,CO,CONUS,AFRC,22 AF,302 AIRLIFT WING,302 OPERATIONS GROUP,302 OPERATIONS SUPPORT SQUADRON
PETERSON Air Force Base,CO,CONUS,AFRC,22 AF,302 AIRLIFT WING,302 MISSION SUPPORT GROUP,302 SFS
Little Rock Air Force Base,AR,CONUS,AFRC,22 AF,22 AF,913 AIRLIFT GROUP,327 AIRLIFT SQUADRON
Robins Air Force Base,GA,CONUS,AFRC,22 AF,22 AF,413 FTG,339 FTS
PETERSON Air Force Base,CO,CONUS,AFRC,22 AF,302 AIRLIFT WING,302 OPERATIONS GROUP,34 AEROMED EVAC SQUADRON
Joint Base San Antonio Randolph AFB,TX,CONUS,AFRC,22 AF,22 AF,340 FLYING TG,340 FLYING TG (OL UPT)
Maxwell Air Force Base,AL,CONUS,AFRC,22 AF,908 AIRLIFT WING,908 OPERATIONS GROUP,357 AIRLIFT SQUADRON
Keesler Air Force Base,MS,CONUS,AFRC,22 AF,403 WING,403 OPERATIONS GROUP,36 AEROMED EVAC SQUADRON
Keesler Air Force Base,MS,CONUS,AFRC,22 AF,403 WING,403 OPERATIONS GROUP,36 AEROMED EVAC SQUADRON
Edwards Air Force Base,CA,CONUS,AFRC,22 AF,22 AF,413 FTG,370 FTS
PETERSON Air Force Base,CO,CONUS,AFRC,22 AF,302 AIRLIFT WING,302 MISSION SUPPORT GROUP,39 AERIAL PORT SQUADRON
Joint Base San Antonio Randolph AFB,TX,CONUS,AFRC,22 AF,22 AF,340 FLYING TG,39 FLYING TS
Keesler Air Force Base,MS,CONUS,AFRC,22 AF,403 WING,HQ,403 AEROMED STG SQUADRON
Keesler Air Force Base,MS,CONUS,AFRC,22 AF,403 WING,403 MAINTENANCE GROUP,403 AIRCRAFT MAINT SQUADRON
Keesler Air Force Base,MS,CONUS,AFRC,22 AF,403 WING,403 MISSION SUPPORT GROUP,403 COMMUNICATIONS FLIGHT
Keesler Air Force Base,MS,CONUS,AFRC,22 AF,403 WING,403 MISSION SUPPORT GROUP,403 FORCE SUPPORT SQUADRON
Keesler Air Force Base,MS,CONUS,AFRC,22 AF,403 WING,403 MISSION SUPPORT GROUP,403 LOGISTICS READINES SQUADRON
Keesler Air Force Base,MS,CONUS,AFRC,22 AF,403 WING,403 MAINTENANCE GROUP,403 MAINTENANCE SQUADRON
Keesler Air Force Base,MS,CONUS,AFRC,22 AF,403 WING,403 OPERATIONS GROUP,403 OPERATIONS SUPPORT SQUADRON
Keesler Air Force Base,MS,CONUS,AFRC,22 AF,403 WING,403 MISSION SUPPORT GROUP,403 SFS
Keesler Air Force Base,MS,CONUS,AFRC,22 AF,403 WING,HQ,403 WING (OL FM00)
Keesler Air Force Base,MS,CONUS,AFRC,22 AF,403 WING,403 MISSION SUPPORT GROUP,41 AERIAL PORT SQUADRON
Robins Air Force Base,GA,CONUS,AFRC,22 AF,22 AF,413 FTG,413 AEROMED STG SQUADRON
Robins Air Force Base,GA,CONUS,AFRC,22 AF,22 AF,413 FTG,413 FORCE SUPPORT FLIGHT
Davis-Monthan Air Force Base,AZ,CONUS,AFRC,22 AF,22 AF,413 FTG,413 FTG (OL A)
Joint Base San Antonio Randolph AFB,TX,CONUS,AFRC,22 AF,22 AF,413 FTG,415 FLIGHT TEST
Columbus Air Force Base,MS,CONUS,AFRC,22 AF,22 AF,340 FLYING TG,43 FLYING TS
PENSACOLA NAS CHE ANX,FL,CONUS,AFRC,22 AF,22 AF,340 FLYING TG,43 FLYING TS (OL A)
Joint Base San Antonio Lackland AFB,TX,CONUS,AFRC,22 AF,22 AF,340 FLYING TG,433 TS
Vance Air Force Base,OK,CONUS,AFRC,22 AF,22 AF,340 FLYING TG,5 FLYING TS
Shaw Air Force Base,SC,CONUS,AFRC,22 AF,403 WING,403 OPERATIONS GROUP,5 OP WEATHER FLIGHT
Hill Air Force Base,UT,CONUS,AFRC,22 AF,22 AF,413 FTG,514 FTS
Keesler Air Force Base,MS,CONUS,AFRC,22 AF,403 WING,403 OPERATIONS GROUP,53 WEATHER RECON SQUADRON
Miami City,FL,CONUS,AFRC,22 AF,403 WING,403 OPERATIONS GROUP,53 WEATHER RECON SQUADRON (OL A)
Nellis Air Force Base,NV,CONUS,AFRC,22 AF,22 AF,622 CEG,555 RHS
Hurlburt Field,FL,CONUS,AFRC,22 AF,22 AF,622 CEG,556 RHS
Joint Base Charleston,SC,CONUS,AFRC,22 AF,22 AF,622 CEG,560 RHS
SEYMOUR JOHNSON Air Force Base,NC,CONUS,AFRC,22 AF,22 AF,622 CEG,567 RHS
Dobbins Air Reserve Base,GA,CONUS,AFRC,22 AF,22 AF,622 CEG,622 CEF
Dobbins Air Reserve Base,GA,CONUS,AFRC,22 AF,22 AF,622 CEG,622 CEG (DET 1)
Dobbins Air Reserve Base,GA,CONUS,AFRC,22 AF,22 AF,622 CEG,622 CEG (DET 1)
Dobbins Air Reserve Base,GA,CONUS,AFRC,22 AF,22 AF,622 CEG,622 CEG (DET 3)
Grissom Air Reserve Base,IN,CONUS,AFRC,22 AF,22 AF,622 CEG,622 CEG (OL 1A)
USAF Academy,CO,CONUS,AFRC,22 AF,22 AF,340 FLYING TG,70 FLYING TS
Dobbins Air Reserve Base,GA,CONUS,AFRC,22 AF,94 AIRLIFT WING,94 OPERATIONS GROUP,700 AIRLIFT SQUADRON
Scott Air Force Base,IL,CONUS,AFRC,22 AF,932 AIRLIFT WING,932 OPERATIONS GROUP,73 AIRLIFT SQUADRON
PETERSON Air Force Base,CO,CONUS,AFRC,22 AF,302 AIRLIFT WING,302 OPERATIONS GROUP,731 AIRLIFT SQUADRON
Youngstown-Warren Regional Airport,OH,CONUS,AFRC,22 AF,910 AIRLIFT WING,910 OPERATIONS GROUP,757 AIRLIFT SQUADRON
Youngstown-Warren Regional Airport,OH,CONUS,AFRC,22 AF,910 AIRLIFT WING,910 MISSION SUPPORT GROUP,76 AERIAL PORT SQUADRON
Dobbins Air Reserve Base,GA,CONUS,AFRC,22 AF,94 AIRLIFT WING,94 MISSION SUPPORT GROUP,80 AERIAL PORT SQUADRON
Keesler Air Force Base,MS,CONUS,AFRC,22 AF,403 WING,403 MAINTENANCE GROUP,803 AIRCRAFT MAINT SQUADRON
Keesler Air Force Base,MS,CONUS,AFRC,22 AF,403 WING,403 OPERATIONS GROUP,815 AIRLIFT SQUADRON
Keesler Air Force Base,MS,CONUS,AFRC,22 AF,403 WING,403 OPERATIONS GROUP,815 AIRLIFT SQUADRON
FORT WORTH NAS JR Air Base Station,TX,CONUS,AFRC,22 AF,22 AF,622 CEG,822 CEF
Maxwell Air Force Base,AL,CONUS,AFRC,22 AF,908 AIRLIFT WING,908 OPERATIONS GROUP,908 AEROMED EVAC SQUADRON
Maxwell Air Force Base,AL,CONUS,AFRC,22 AF,908 AIRLIFT WING,HQ,908 AEROMED STG SQUADRON
Maxwell Air Force Base,AL,CONUS,AFRC,22 AF,908 AIRLIFT WING,908 MAINTENANCE GROUP,908 AIRCRAFT MAINT SQUADRON
Maxwell Air Force Base,AL,CONUS,AFRC,22 AF,908 AIRLIFT WING,HQ,908 AIRLIFT WING (OL FM00)
Maxwell Air Force Base,AL,CONUS,AFRC,22 AF,908 AIRLIFT WING,908 MISSION SUPPORT GROUP,908 CES
Maxwell Air Force Base,AL,CONUS,AFRC,22 AF,908 AIRLIFT WING,908 MISSION SUPPORT GROUP,908 FORCE SUPPORT SQUADRON
Maxwell Air Force Base,AL,CONUS,AFRC,22 AF,908 AIRLIFT WING,908 MISSION SUPPORT GROUP,908 FORCE SUPPORT SQUADRON (OL SC00)
Maxwell Air Force Base,AL,CONUS,AFRC,22 AF,908 AIRLIFT WING,908 MISSION SUPPORT GROUP,908 LOGISTICS READINES SQUADRON
Maxwell Air Force Base,AL,CONUS,AFRC,22 AF,908 AIRLIFT WING,908 MAINTENANCE GROUP,908 MAINTENANCE SQUADRON
Maxwell Air Force Base,AL,CONUS,AFRC,22 AF,908 AIRLIFT WING,908 OPERATIONS GROUP,908 OPERATIONS SUPPORT SQUADRON
Maxwell Air Force Base,AL,CONUS,AFRC,22 AF,908 AIRLIFT WING,908 MISSION SUPPORT GROUP,908 SFS
Youngstown-Warren Regional Airport,OH,CONUS,AFRC,22 AF,910 AIRLIFT WING,910 MAINTENANCE GROUP,910 AIRCRAFT MAINT SQUADRON
Youngstown-Warren Regional Airport,OH,CONUS,AFRC,22 AF,910 AIRLIFT WING,HQ,910 AIRLIFT WING (OL FM00)
Youngstown-Warren Regional Airport,OH,CONUS,AFRC,22 AF,910 AIRLIFT WING,910 MISSION SUPPORT GROUP,910 CES
Youngstown-Warren Regional Airport,OH,CONUS,AFRC,22 AF,910 AIRLIFT WING,910 MISSION SUPPORT GROUP,910 COMMUNICATIONS SQUADRON
Youngstown-Warren Regional Airport,OH,CONUS,AFRC,22 AF,910 AIRLIFT WING,910 MISSION SUPPORT GROUP,910 CONTRACTING FLIGHT
Youngstown-Warren Regional Airport,OH,CONUS,AFRC,22 AF,910 AIRLIFT WING,910 MISSION SUPPORT GROUP,910 FORCE SUPPORT SQUADRON
Youngstown-Warren Regional Airport,OH,CONUS,AFRC,22 AF,910 AIRLIFT WING,910 MISSION SUPPORT GROUP,910 LOGISTICS READINES SQUADRON
Youngstown-Warren Regional Airport,OH,CONUS,AFRC,22 AF,910 AIRLIFT WING,910 MAINTENANCE GROUP,910 MAINTENANCE SQUADRON
Youngstown-Warren Regional Airport,OH,CONUS,AFRC,22 AF,910 AIRLIFT WING,HQ,910 MEDICAL SQUADRON
Youngstown-Warren Regional Airport,OH,CONUS,AFRC,22 AF,910 AIRLIFT WING,910 OPERATIONS GROUP,910 OPERATIONS SUPPORT SQUADRON
Youngstown-Warren Regional Airport,OH,CONUS,AFRC,22 AF,910 AIRLIFT WING,910 MISSION SUPPORT GROUP,910 SFS
Little Rock Air Force Base,AR,CONUS,AFRC,22 AF,22 AF,913 AIRLIFT GROUP,913 AEROSPACE MEDICINE SQUADRON
Little Rock Air Force Base,AR,CONUS,AFRC,22 AF,22 AF,913 AIRLIFT GROUP,913 FORCE SUPPORT SQUADRON
Little Rock Air Force Base,AR,CONUS,AFRC,22 AF,22 AF,913 AIRLIFT GROUP,913 FORCE SUPPORT SQUADRON (OL CE00)
Little Rock Air Force Base,AR,CONUS,AFRC,22 AF,22 AF,913 AIRLIFT GROUP,913 FORCE SUPPORT SQUADRON (OL LG00)
Little Rock Air Force Base,AR,CONUS,AFRC,22 AF,22 AF,913 AIRLIFT GROUP,913 FORCE SUPPORT SQUADRON (OL SC00)
Little Rock Air Force Base,AR,CONUS,AFRC,22 AF,22 AF,913 AIRLIFT GROUP,913 MAINTENANCE SQUADRON
Little Rock Air Force Base,AR,CONUS,AFRC,22 AF,22 AF,913 AIRLIFT GROUP,913 MAINTENANCE SQUADRON (OL A)
Little Rock Air Force Base,AR,CONUS,AFRC,22 AF,22 AF,913 AIRLIFT GROUP,913 MAINTENANCE SQUADRON (OL CRF0)
Little Rock Air Force Base,AR,CONUS,AFRC,22 AF,22 AF,913 AIRLIFT GROUP,913 OPERATIONS SUPPORT SQUADRON
March Joint Air Reserve Base,CA,CONUS,AFRC,22 AF,22 AF,622 CEG,922 CEF
Scott Air Force Base,IL,CONUS,AFRC,22 AF,932 AIRLIFT WING,932 OPERATIONS GROUP,932 AEROMED EVAC SQUADRON
Scott Air Force Base,IL,CONUS,AFRC,22 AF,932 AIRLIFT WING,932 MEDICAL GROUP,932 AEROMED STG SQUADRON
Scott Air Force Base,IL,CONUS,AFRC,22 AF,932 AIRLIFT WING,932 MEDICAL GROUP,932 AEROSPACE MEDICINE SQUADRON
Scott Air Force Base,IL,CONUS,AFRC,22 AF,932 AIRLIFT WING,932 MAINTENANCE GROUP,932 AIRCRAFT MAINT SQUADRON
Scott Air Force Base,IL,CONUS,AFRC,22 AF,932 AIRLIFT WING,HQ,932 AIRLIFT WING (OL FM00)
Scott Air Force Base,IL,CONUS,AFRC,22 AF,932 AIRLIFT WING,932 MISSION SUPPORT GROUP,932 CES
Scott Air Force Base,IL,CONUS,AFRC,22 AF,932 AIRLIFT WING,932 MISSION SUPPORT GROUP,932 FORCE SUPPORT SQUADRON
Scott Air Force Base,IL,CONUS,AFRC,22 AF,932 AIRLIFT WING,932 MISSION SUPPORT GROUP,932 FORCE SUPPORT SQUADRON (OL SC00)
Scott Air Force Base,IL,CONUS,AFRC,22 AF,932 AIRLIFT WING,932 MISSION SUPPORT GROUP,932 LOGISTICS READINES FLIGHT
Scott Air Force Base,IL,CONUS,AFRC,22 AF,932 AIRLIFT WING,932 MAINTENANCE GROUP,932 MAINTENANCE SQUADRON
Scott Air Force Base,IL,CONUS,AFRC,22 AF,932 AIRLIFT WING,932 MEDICAL GROUP,932 MEDICAL SQUADRON
Scott Air Force Base,IL,CONUS,AFRC,22 AF,932 AIRLIFT WING,932 OPERATIONS GROUP,932 OPERATIONS SUPPORT FLIGHT
Scott Air Force Base,IL,CONUS,AFRC,22 AF,932 AIRLIFT WING,932 MISSION SUPPORT GROUP,932 SFS
MINNEAPOLIS ST PA JAP,MN,CONUS,AFRC,22 AF,934 AIRLIFT WING,934 OPERATIONS GROUP,934 AEROMED EVAC SQUADRON
MINNEAPOLIS ST PA JAP,MN,CONUS,AFRC,22 AF,934 AIRLIFT WING,HQ,934 AEROMED STG SQUADRON
MINNEAPOLIS ST PA JAP,MN,CONUS,AFRC,22 AF,934 AIRLIFT WING,934 MAINTENANCE GROUP,934 AIRCRAFT MAINT SQUADRON
MINNEAPOLIS ST PA JAP,MN,CONUS,AFRC,22 AF,934 AIRLIFT WING,HQ,934 AIRLIFT WING (OL FM00)
MINNEAPOLIS ST PA JAP,MN,CONUS,AFRC,22 AF,934 AIRLIFT WING,934 MISSION SUPPORT GROUP,934 CES
MINNEAPOLIS ST PA JAP,MN,CONUS,AFRC,22 AF,934 AIRLIFT WING,934 MISSION SUPPORT GROUP,934 COMMUNICATIONS SQUADRON
MINNEAPOLIS ST PA JAP,MN,CONUS,AFRC,22 AF,934 AIRLIFT WING,934 MISSION SUPPORT GROUP,934 CONTRACTING FLIGHT
MINNEAPOLIS ST PA JAP,MN,CONUS,AFRC,22 AF,934 AIRLIFT WING,934 MISSION SUPPORT GROUP,934 FORCE SUPPORT SQUADRON
MINNEAPOLIS ST PA JAP,MN,CONUS,AFRC,22 AF,934 AIRLIFT WING,934 MISSION SUPPORT GROUP,934 LOGISTICS READINES SQUADRON
MINNEAPOLIS ST PA JAP,MN,CONUS,AFRC,22 AF,934 AIRLIFT WING,934 MAINTENANCE GROUP,934 MAINTENANCE SQUADRON
MINNEAPOLIS ST PA JAP,MN,CONUS,AFRC,22 AF,934 AIRLIFT WING,934 OPERATIONS GROUP,934 OPERATIONS SUPPORT SQUADRON
MINNEAPOLIS ST PA JAP,MN,CONUS,AFRC,22 AF,934 AIRLIFT WING,934 MISSION SUPPORT GROUP,934 SFS
Robins Air Force Base,GA,CONUS,AFRC,22 AF,94 AIRLIFT WING,94 MISSION SUPPORT GROUP,94 AERIAL PORT SQUADRON
Dobbins Air Reserve Base,GA,CONUS,AFRC,22 AF,94 AIRLIFT WING,94 OPERATIONS GROUP,94 AEROMED EVAC SQUADRON
Dobbins Air Reserve Base,GA,CONUS,AFRC,22 AF,94 AIRLIFT WING,HQ,94 AEROMED STG SQUADRON
Dobbins Air Reserve Base,GA,CONUS,AFRC,22 AF,94 AIRLIFT WING,94 MAINTENANCE GROUP,94 AIRCRAFT MAINT SQUADRON
Dobbins Air Reserve Base,GA,CONUS,AFRC,22 AF,94 AIRLIFT WING,HQ,94 AIRLIFT WING (OL FM00)
Dobbins Air Reserve Base,GA,CONUS,AFRC,22 AF,94 AIRLIFT WING,94 MISSION SUPPORT GROUP,94 CES
Dobbins Air Reserve Base,GA,CONUS,AFRC,22 AF,94 AIRLIFT WING,94 MISSION SUPPORT GROUP,94 COMMUNICATIONS SQUADRON
Dobbins Air Reserve Base,GA,CONUS,AFRC,22 AF,94 AIRLIFT WING,94 MISSION SUPPORT GROUP,94 CONTRACTING FLIGHT
Dobbins Air Reserve Base,GA,CONUS,AFRC,22 AF,94 AIRLIFT WING,94 MISSION SUPPORT GROUP,94 FORCE SUPPORT SQUADRON
Dobbins Air Reserve Base,GA,CONUS,AFRC,22 AF,94 AIRLIFT WING,94 MISSION SUPPORT GROUP,94 LOGISTICS READINES SQUADRON
Dobbins Air Reserve Base,GA,CONUS,AFRC,22 AF,94 AIRLIFT WING,94 MAINTENANCE GROUP,94 MAINTENANCE SQUADRON
Dobbins Air Reserve Base,GA,CONUS,AFRC,22 AF,94 AIRLIFT WING,94 OPERATIONS GROUP,94 OPERATIONS SUPPORT SQUADRON
Dobbins Air Reserve Base,GA,CONUS,AFRC,22 AF,94 AIRLIFT WING,94 MISSION SUPPORT GROUP,94 SFS
Fort BLISS AIN,TX,CONUS,AFRC,22 AF,94 AIRLIFT WING,94 MISSION SUPPORT GROUP,94 SFS (DET 1)
Joint Base San Antonio Lackland AFB,TX,CONUS,AFRC,22 AF,94 AIRLIFT WING,94 MISSION SUPPORT GROUP,94 SFS (OL 1A)
Norfolk Naval Air Station,VA,CONUS,AFRC,22 AF,22 AF,HQ,953 RESERVE SPT SQUADRON
Scott Air Force Base,IL,CONUS,AFRC,22 AF,22 AF,HQ,954 RESERVE SPT SQUADRON
Little Rock Air Force Base,AR,CONUS,AFRC,22 AF,22 AF,913 AIRLIFT GROUP,96 AERIAL PORT SQUADRON
MINNEAPOLIS ST PA JAP,MN,CONUS,AFRC,22 AF,934 AIRLIFT WING,934 OPERATIONS GROUP,96 AIRLIFT SQUADRON
Laughlin Air Force Base,TX,CONUS,AFRC,22 AF,22 AF,340 FLYING TG,96 FLYING TS
SHEPPARD Air Force Base,TX,CONUS,AFRC,22 AF,22 AF,340 FLYING TG,97 FLYING TS
Rosecrans Memorial Airport,MO,CONUS,AFRC,22 AF,22 AF,HQ,ANG-AFR ALFT TAC FLIGHT
PETERSON Air Force Base,CO,CONUS,AFRC,22 AF,302 AIRLIFT WING,302 MAINTENANCE GROUP,HQ
PETERSON Air Force Base,CO,CONUS,AFRC,22 AF,302 AIRLIFT WING,302 MISSION SUPPORT GROUP,HQ
PETERSON Air Force Base,CO,CONUS,AFRC,22 AF,302 AIRLIFT WING,302 OPERATIONS GROUP,HQ
PETERSON Air Force Base,CO,CONUS,AFRC,22 AF,302 AIRLIFT WING,HQ,HQ
Keesler Air Force Base,MS,CONUS,AFRC,22 AF,403 WING,403 MAINTENANCE GROUP,HQ
Keesler Air Force Base,MS,CONUS,AFRC,22 AF,403 WING,403 MISSION SUPPORT GROUP,HQ
Keesler Air Force Base,MS,CONUS,AFRC,22 AF,403 WING,403 OPERATIONS GROUP,HQ
Keesler Air Force Base,MS,CONUS,AFRC,22 AF,403 WING,HQ,HQ
Maxwell Air Force Base,AL,CONUS,AFRC,22 AF,908 AIRLIFT WING,908 MAINTENANCE GROUP,HQ
Maxwell Air Force Base,AL,CONUS,AFRC,22 AF,908 AIRLIFT WING,908 MISSION SUPPORT GROUP,HQ
Maxwell Air Force Base,AL,CONUS,AFRC,22 AF,908 AIRLIFT WING,908 OPERATIONS GROUP,HQ
Maxwell Air Force Base,AL,CONUS,AFRC,22 AF,908 AIRLIFT WING,HQ,HQ
Youngstown-Warren Regional Airport,OH,CONUS,AFRC,22 AF,910 AIRLIFT WING,910 MAINTENANCE GROUP,HQ
Youngstown-Warren Regional Airport,OH,CONUS,AFRC,22 AF,910 AIRLIFT WING,910 MISSION SUPPORT GROUP,HQ
Youngstown-Warren Regional Airport,OH,CONUS,AFRC,22 AF,910 AIRLIFT WING,910 OPERATIONS GROUP,HQ
Youngstown-Warren Regional Airport,OH,CONUS,AFRC,22 AF,910 AIRLIFT WING,HQ,HQ
Scott Air Force Base,IL,CONUS,AFRC,22 AF,932 AIRLIFT WING,932 MAINTENANCE GROUP,HQ
Scott Air Force Base,IL,CONUS,AFRC,22 AF,932 AIRLIFT WING,932 MEDICAL GROUP,HQ
Scott Air Force Base,IL,CONUS,AFRC,22 AF,932 AIRLIFT WING,932 MISSION SUPPORT GROUP,HQ
Scott Air Force Base,IL,CONUS,AFRC,22 AF,932 AIRLIFT WING,932 OPERATIONS GROUP,HQ
Scott Air Force Base,IL,CONUS,AFRC,22 AF,932 AIRLIFT WING,HQ,HQ
MINNEAPOLIS ST PA JAP,MN,CONUS,AFRC,22 AF,934 AIRLIFT WING,934 MAINTENANCE GROUP,HQ
MINNEAPOLIS ST PA JAP,MN,CONUS,AFRC,22 AF,934 AIRLIFT WING,934 MISSION SUPPORT GROUP,HQ
MINNEAPOLIS ST PA JAP,MN,CONUS,AFRC,22 AF,934 AIRLIFT WING,934 OPERATIONS GROUP,HQ
MINNEAPOLIS ST PA JAP,MN,CONUS,AFRC,22 AF,934 AIRLIFT WING,HQ,HQ
MINNEAPOLIS ST PA JAP,MN,CONUS,AFRC,22 AF,934 AIRLIFT WING,HQ,HQ
Dobbins Air Reserve Base,GA,CONUS,AFRC,22 AF,94 AIRLIFT WING,94 MAINTENANCE GROUP,HQ
Dobbins Air Reserve Base,GA,CONUS,AFRC,22 AF,94 AIRLIFT WING,94 MISSION SUPPORT GROUP,HQ
Dobbins Air Reserve Base,GA,CONUS,AFRC,22 AF,94 AIRLIFT WING,94 OPERATIONS GROUP,HQ
Dobbins Air Reserve Base,GA,CONUS,AFRC,22 AF,94 AIRLIFT WING,HQ,HQ
Joint Base San Antonio Randolph AFB,TX,CONUS,AFRC,22 AF,22 AF,340 FLYING TG,HQ
Robins Air Force Base,GA,CONUS,AFRC,22 AF,22 AF,413 FTG,HQ
Dobbins Air Reserve Base,GA,CONUS,AFRC,22 AF,22 AF,622 CEG,HQ
Little Rock Air Force Base,AR,CONUS,AFRC,22 AF,22 AF,913 AIRLIFT GROUP,HQ
Dobbins Air Reserve Base,GA,CONUS,AFRC,22 AF,22 AF,HQ,HQ
Scott Air Force Base,IL,CONUS,ACC,24 AF,24 AF,HQ,24 SPACE OPNS (OL T)
Joint Base San Antonio Lackland AFB,TX,CONUS,ACC,24 AF,24 AF,HQ,HQ
Joint Base San Antonio Lackland AFB,TX,CONUS,ACC,25 AF,25 AF,HQ,HQ
Ramstein Air Force Base,Germany,OCONUS,USAFE,3 AF,435 AIR GROUND OPS WING,435 AIR SP COMM GROUP,1 AIR SP COMM OPS SQUADRON
Ramstein Air Force Base,Germany,OCONUS,USAFE,3 AF,435 AIR GROUND OPS WING,435 AIR SP COMM GROUP,1 COMBAT COMM SQUADRON
"KAPAUN ADM, G",MY,OCONUS,USAFE,3 AF,435 AIR GROUND OPS WING,435 AIR SP COMM GROUP,1 COMM MAINTENANCE SQUADRON
"Akrotiri Air Base Station, A",Akrot,OCONUS,USAFE,3 AF,31 FIGHTER WING,31 OPERATIONS GROUP,1 RECONNAISSANCE SQUADRON
Ramstein Air Force Base,Germany,OCONUS,USAFE,3 AF,86 AIRLIFT WING,86 OPERATIONS GROUP,10 ABN CMD CONTROL SQUADRON
Mildenhall Royal Air Force,UK,OCONUS,USAFE,3 AF,100 AIR REFUELING WING,100 MAINTENANCE GROUP,100 AIRCRAFT MAINT SQUADRON
Mildenhall Royal Air Force,UK,OCONUS,USAFE,3 AF,100 AIR REFUELING WING,100 MISSION SUPPORT GROUP,100 CES
Mildenhall Royal Air Force,UK,OCONUS,USAFE,3 AF,100 AIR REFUELING WING,100 MISSION SUPPORT GROUP,100 COMMUNICATIONS SQUADRON
Mildenhall Royal Air Force,UK,OCONUS,USAFE,3 AF,100 AIR REFUELING WING,HQ,100 COMPTROLLER SQUADRON
Mildenhall Royal Air Force,UK,OCONUS,USAFE,3 AF,100 AIR REFUELING WING,100 MISSION SUPPORT GROUP,100 FORCE SUPPORT SQUADRON
Mildenhall Royal Air Force,UK,OCONUS,USAFE,3 AF,100 AIR REFUELING WING,100 MISSION SUPPORT GROUP,100 LOGISTICS READINES SQUADRON
Mildenhall Royal Air Force,UK,OCONUS,USAFE,3 AF,100 AIR REFUELING WING,100 MAINTENANCE GROUP,100 MAINTENANCE SQUADRON
Mildenhall Royal Air Force,UK,OCONUS,USAFE,3 AF,100 AIR REFUELING WING,100 OPERATIONS GROUP,100 OPERATIONS SUPPORT SQUADRON
Mildenhall Royal Air Force,UK,OCONUS,USAFE,3 AF,100 AIR REFUELING WING,100 MISSION SUPPORT GROUP,100 SFS
"ROTA NS Air Base Station, S",Spain,OCONUS,USAFE,3 AF,86 AIRLIFT WING,86 OPERATIONS GROUP,12 AIRLIFT SQUADRON
"CHEBELLEY Air Base Station, D",BO,OCONUS,USAFE,3 AF,435 AEROSPACE EXP WING,449 AEROSPACE EXP GROUP,12 SPECIAL OPERATIONS SQUADRON
"GRAF IGNATIEVO AFD, B",Bulgeria,OCONUS,USAFE,3 AF,52 FIGHTER WING,52 OPERATIONS GROUP,122 FIGHTER SQUADRON
"LEEUWARDEN Air Base Station, N",HE,OCONUS,USAFE,3 AF,52 FIGHTER WING,52 OPERATIONS GROUP,123 FIGHTER SQUADRON
"SPANGDAHLEM AB Air Base Station, G",MY,OCONUS,USAFE,3 AF,3 AF,HQ,131 FIGHTER SQUADRON
"CAMPIA TURZII CAP, R",Romania,OCONUS,USAFE,3 AF,52 FIGHTER WING,52 OPERATIONS GROUP,159 FIGHTER SQUADRON
"VILSECK AIN, G",MY,OCONUS,USAFE,3 AF,435 AIR GROUND OPS WING,4 AIR SUPT OPNS GROUP,2 AIR SUPT OPNS SQUADRON
"VILSECK AIN, G",MY,OCONUS,USAFE,3 AF,435 AIR GROUND OPS WING,4 AIR SUPT OPNS GROUP,2 AIR SUPT OPNS SQUADRON
"BAUMHOLDER AIN, G",Germany,OCONUS,USAFE,3 AF,435 AIR GROUND OPS WING,4 AIR SUPT OPNS GROUP,2 AIR SUPT OPNS SQUADRON (DET 1)
"CP EDERLE AIN, I",LY,OCONUS,USAFE,3 AF,435 AIR GROUND OPS WING,4 AIR SUPT OPNS GROUP,2 AIR SUPT OPNS SQUADRON (DET 1)
"SOUDA JAP, G",EC,OCONUS,USAFE,3 AF,31 FIGHTER WING,31 OPERATIONS GROUP,21 RECONNAISSANCE SQUADRON
Mildenhall Royal Air Force,UK,OCONUS,USAFE,3 AF,100 AIR REFUELING WING,100 OPERATIONS GROUP,24 RECONNAISSANCE SQUADRON
